snapshot_utc,kickoff_utc,home,away,game,book,market,side,point,price
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betonlineag,spreads,ARI,8.0,-115
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betonlineag,spreads,SF,-8.0,-105
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betonlineag,totals,Over,48.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betonlineag,totals,Under,48.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betrivers,h2h,ARI,,365
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betrivers,h2h,SF,,-500
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betrivers,spreads,ARI,8.5,-113
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betrivers,spreads,SF,-8.5,-108
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betrivers,totals,Over,47.5,-113
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betrivers,totals,Under,47.5,-108
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betus,spreads,ARI,8.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betus,spreads,SF,-8.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betus,totals,Over,48.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,betus,totals,Under,48.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,draftkings,h2h,ARI,,370
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,draftkings,h2h,SF,,-485
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,draftkings,spreads,ARI,8.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,draftkings,spreads,SF,-8.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,draftkings,totals,Over,47.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,draftkings,totals,Under,47.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,fanduel,h2h,ARI,,410
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,fanduel,h2h,SF,,-550
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,fanduel,spreads,ARI,8.5,-105
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,fanduel,spreads,SF,-8.5,-115
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,fanduel,totals,Over,48.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,fanduel,totals,Under,48.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,lowvig,spreads,ARI,8.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,lowvig,spreads,SF,-8.0,100
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,lowvig,totals,Over,48.5,-107
2026-09-17T04:56:55Z,2026-09-27T20:05:00Z,SF,ARI,ARI@SF,lowvig,totals,Under,48.5,-107
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betonlineag,spreads,ATL,6.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betonlineag,spreads,GB,-6.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betonlineag,totals,Over,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betonlineag,totals,Under,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betrivers,h2h,ATL,,245
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betrivers,h2h,GB,,-305
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betrivers,spreads,ATL,6.5,-112
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betrivers,spreads,GB,-6.5,-109
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betrivers,totals,Over,45.5,-109
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betrivers,totals,Under,45.5,-112
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betus,spreads,ATL,6.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betus,spreads,GB,-6.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betus,totals,Over,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,betus,totals,Under,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,draftkings,h2h,ATL,,250
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,draftkings,h2h,GB,,-310
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,draftkings,spreads,ATL,6.5,-105
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,draftkings,spreads,GB,-6.5,-115
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,draftkings,totals,Over,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,draftkings,totals,Under,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,fanduel,h2h,ATL,,225
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,fanduel,h2h,GB,,-275
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,fanduel,spreads,ATL,5.5,-102
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,fanduel,spreads,GB,-5.5,-120
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,fanduel,totals,Over,45.5,-115
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,fanduel,totals,Under,45.5,-105
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,lowvig,spreads,ATL,6.5,-105
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,lowvig,spreads,GB,-6.5,-105
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,lowvig,totals,Over,46.5,-107
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,lowvig,totals,Under,46.5,-107
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,mybookieag,h2h,ATL,,220
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,mybookieag,h2h,GB,,-295
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,mybookieag,spreads,ATL,6.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,mybookieag,spreads,GB,-6.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,mybookieag,totals,Over,46.5,-110
2026-09-17T04:56:55Z,2026-09-25T00:15:00Z,GB,ATL,ATL@GB,mybookieag,totals,Under,46.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betonlineag,spreads,BAL,-3.0,-105
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betonlineag,spreads,DAL,3.0,-115
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betonlineag,totals,Over,52.0,-115
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betonlineag,totals,Under,52.0,-105
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betrivers,h2h,BAL,,-159
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betrivers,h2h,DAL,,130
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betrivers,spreads,BAL,-3.0,-105
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betrivers,spreads,DAL,3.0,-117
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betrivers,totals,Over,52.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betrivers,totals,Under,52.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betus,spreads,BAL,-3.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betus,spreads,DAL,3.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betus,totals,Over,53.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,betus,totals,Under,53.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,draftkings,h2h,BAL,,-155
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,draftkings,h2h,DAL,,130
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,draftkings,spreads,BAL,-3.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,draftkings,spreads,DAL,3.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,draftkings,totals,Over,52.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,draftkings,totals,Under,52.5,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,fanduel,h2h,BAL,,-176
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,fanduel,h2h,DAL,,148
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,fanduel,spreads,BAL,-3.5,-104
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,fanduel,spreads,DAL,3.5,-118
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,fanduel,totals,Over,52.5,-105
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,fanduel,totals,Under,52.5,-115
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,lowvig,spreads,BAL,-3.0,100
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,lowvig,spreads,DAL,3.0,-110
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,lowvig,totals,Over,52.0,-113
2026-09-17T04:56:55Z,2026-09-27T20:25:00Z,DAL,BAL,BAL@DAL,lowvig,totals,Under,52.0,-102
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betmgm,h2h,ATL,,120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betmgm,h2h,CAR,,-145
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betmgm,spreads,ATL,2.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betmgm,spreads,CAR,-2.5,-112
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betmgm,totals,Over,44.0,-108
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betmgm,totals,Under,44.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betonlineag,h2h,ATL,,123
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betonlineag,h2h,CAR,,-143
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betonlineag,spreads,ATL,2.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betonlineag,spreads,CAR,-2.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betonlineag,totals,Over,44.0,-109
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betonlineag,totals,Under,44.0,-111
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betrivers,h2h,ATL,,120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betrivers,h2h,CAR,,-143
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betrivers,spreads,ATL,2.5,-106
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betrivers,spreads,CAR,-2.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betrivers,totals,Over,43.5,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betrivers,totals,Under,43.5,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betus,h2h,ATL,,120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betus,h2h,CAR,,-140
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betus,spreads,ATL,2.0,100
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betus,spreads,CAR,-2.0,-120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betus,totals,Over,44.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,betus,totals,Under,44.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,bovada,h2h,ATL,,125
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,bovada,h2h,CAR,,-145
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,bovada,spreads,ATL,2.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,bovada,spreads,CAR,-2.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,bovada,totals,Over,44.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,bovada,totals,Under,44.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,draftkings,h2h,ATL,,130
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,draftkings,h2h,CAR,,-155
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,draftkings,spreads,ATL,2.5,-102
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,draftkings,spreads,CAR,-2.5,-118
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,draftkings,totals,Over,43.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,draftkings,totals,Under,43.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,fanduel,h2h,ATL,,112
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,fanduel,h2h,CAR,,-132
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,fanduel,spreads,ATL,2.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,fanduel,spreads,CAR,-2.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,fanduel,totals,Over,43.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,fanduel,totals,Under,43.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,lowvig,h2h,ATL,,123
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,lowvig,h2h,CAR,,-143
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,lowvig,spreads,ATL,2.5,-104
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,lowvig,spreads,CAR,-2.5,-106
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,lowvig,totals,Over,44.0,-106
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,lowvig,totals,Under,44.0,-108
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,mybookieag,h2h,ATL,,116
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,mybookieag,h2h,CAR,,-148
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,mybookieag,spreads,ATL,2.5,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,mybookieag,spreads,CAR,-2.5,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,mybookieag,totals,Over,44.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,ATL,CAR,CAR@ATL,mybookieag,totals,Under,44.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betonlineag,spreads,CAR,-3.0,-105
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betonlineag,spreads,CLE,3.0,-115
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betonlineag,totals,Over,40.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betonlineag,totals,Under,40.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betrivers,h2h,CAR,,-150
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betrivers,h2h,CLE,,123
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betrivers,spreads,CAR,-3.0,-105
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betrivers,spreads,CLE,3.0,-117
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betrivers,totals,Over,39.5,-112
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betrivers,totals,Under,39.5,-109
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betus,spreads,CAR,-3.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betus,spreads,CLE,3.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betus,totals,Over,40.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,betus,totals,Under,40.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,draftkings,h2h,CAR,,-142
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,draftkings,h2h,CLE,,120
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,draftkings,spreads,CAR,-2.5,-115
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,draftkings,spreads,CLE,2.5,-105
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,draftkings,totals,Over,40.5,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,draftkings,totals,Under,40.5,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,fanduel,h2h,CAR,,-154
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,fanduel,h2h,CLE,,130
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,fanduel,spreads,CAR,-3.0,-108
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,fanduel,spreads,CLE,3.0,-112
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,fanduel,totals,Over,39.5,-105
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,fanduel,totals,Under,39.5,-115
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,lowvig,spreads,CAR,-3.0,100
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,lowvig,spreads,CLE,3.0,-110
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,lowvig,totals,Over,40.0,-107
2026-09-17T04:56:55Z,2026-09-27T17:00:00Z,CLE,CAR,CAR@CLE,lowvig,totals,Under,40.0,-107
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betmgm,h2h,CIN,,125
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betmgm,h2h,HOU,,-145
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betmgm,spreads,CIN,2.5,100
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betmgm,spreads,HOU,-2.5,-118
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betmgm,totals,Over,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betmgm,totals,Under,46.0,-108
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betonlineag,h2h,CIN,,130
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betonlineag,h2h,HOU,,-150
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betonlineag,spreads,CIN,2.5,-102
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betonlineag,spreads,HOU,-2.5,-118
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betonlineag,totals,Over,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betonlineag,totals,Under,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betrivers,h2h,CIN,,130
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betrivers,h2h,HOU,,-157
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betrivers,spreads,CIN,2.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betrivers,spreads,HOU,-2.5,-117
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betrivers,totals,Over,46.5,-109
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betrivers,totals,Under,46.5,-112
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betus,h2h,CIN,,129
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betus,h2h,HOU,,-150
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betus,spreads,CIN,2.0,100
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betus,spreads,HOU,-2.0,-120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betus,totals,Over,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,betus,totals,Under,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,bovada,h2h,CIN,,130
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,bovada,h2h,HOU,,-150
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,bovada,spreads,CIN,2.5,100
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,bovada,spreads,HOU,-2.5,-120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,bovada,totals,Over,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,bovada,totals,Under,46.0,-110
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,draftkings,h2h,CIN,,120
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,draftkings,h2h,HOU,,-142
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,draftkings,spreads,CIN,2.5,-102
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,draftkings,spreads,HOU,-2.5,-118
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,draftkings,totals,Over,46.5,-105
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,draftkings,totals,Under,46.5,-115
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,fanduel,h2h,CIN,,126
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,fanduel,h2h,HOU,,-148
2026-09-17T04:56:55Z,2026-09-20T17:00:00Z,HOU,CIN,CIN@HOU,fanduel,spreads,CIN,2.5,-105
